run_id,test_loss,test_acc,left_out,learning_rate,weight_decay,model_type,train_seed,num_epochs,beta,FPR,TPR,Threshold,auroc
1677344508417456,0.0074059830180236265,0.9017857142857144,A12,0.0001,0.0,flat,2,300,100.0,"[0.         0.         0.         0.00446429 0.00446429 0.00446429
 0.00446429 0.00446429 0.01339286 0.01339286 0.01339286 0.01339286
 0.02232143 0.02232143 0.02678571 0.02678571 0.03125    0.03125
 0.03571429 0.03571429 0.04017857 0.04017857 0.04910714 0.04910714
 0.0625     0.0625     0.08482143 0.08482143 0.08482143 0.09375
 0.09375    0.12946429 0.12946429 0.41964286 0.41964286 0.46428571
 0.46428571 0.79464286 0.79464286 0.99107143 1.        ]","[0.         0.01333333 0.17333333 0.17333333 0.22666667 0.25333333
 0.50666667 0.53333333 0.53333333 0.62666667 0.65333333 0.70666667
 0.70666667 0.73333333 0.73333333 0.76       0.76       0.8
 0.8        0.82666667 0.82666667 0.84       0.84       0.85333333
 0.85333333 0.86666667 0.86666667 0.89333333 0.92       0.92
 0.93333333 0.93333333 0.94666667 0.94666667 0.97333333 0.97333333
 0.98666667 0.98666667 1.         1.         1.        ]","[93.46070099 92.46070099 78.48643494 78.34586334 76.97164917 74.88605499
 62.12265396 61.95301819 61.49398804 57.33888245 56.01194763 54.32275009
 53.77214813 53.06871414 52.98796082 51.82859039 50.6581192  50.44467163
 49.94822311 48.44878769 47.79369354 47.70597839 45.71239471 44.07201767
 43.57572937 43.5523262  39.96226501 39.81558609 39.15993118 38.62825775
 38.59674072 35.02809143 33.55663681 16.1941967  16.16836357 14.93356133
 14.02175808  7.82507896  7.77473927  0.81231928  0.79109085]",0.9550595238095236
1677344508402958,0.007799788777317318,0.8794642857142857,A12,0.0001,0.0,flat,3,300,100.0,"[0.         0.         0.         0.         0.00446429 0.00446429
 0.00892857 0.00892857 0.01339286 0.01339286 0.01785714 0.01785714
 0.02232143 0.02232143 0.03125    0.03125    0.03571429 0.03571429
 0.03571429 0.04017857 0.04017857 0.04464286 0.04464286 0.04464286
 0.04464286 0.05357143 0.05357143 0.05803571 0.05803571 0.06696429
 0.06696429 0.08482143 0.08482143 0.12946429 0.12946429 0.17410714
 0.17410714 0.25446429 0.25446429 0.96428571 0.97321429 1.        ]","[0.         0.01333333 0.29333333 0.32       0.32       0.41333333
 0.41333333 0.53333333 0.53333333 0.56       0.56       0.57333333
 0.57333333 0.6        0.6        0.66666667 0.66666667 0.68
 0.70666667 0.70666667 0.72       0.72       0.73333333 0.76
 0.77333333 0.77333333 0.8        0.8        0.88       0.88
 0.89333333 0.89333333 0.94666667 0.94666667 0.96       0.96
 0.97333333 0.97333333 1.         1.         1.         1.        ]","[95.36849213 94.36849213 76.06642151 74.31884003 74.11018372 68.99246979
 65.74578094 62.2729187  60.28842545 60.16566086 60.14602661 58.45570755
 58.31369781 57.95445251 57.23786545 53.78894806 53.1472168  52.75057983
 52.66192627 51.92975235 51.92789459 51.84472656 51.55244446 50.23727798
 50.10624695 49.1802063  47.44154358 46.12122345 43.17710876 42.26215363
 42.17116547 41.16778564 40.19472885 36.66521454 36.54079819 33.03427124
 32.85987854 26.65067291 26.21021461  3.25074959  2.54720926  0.82565588]",0.9685714285714284
1677344508409552,0.006685615916337285,0.8883928571428571,A12,0.0001,0.0,flat,4,300,100.0,"[0.         0.         0.         0.00446429 0.00446429 0.00446429
 0.00446429 0.00892857 0.00892857 0.01339286 0.01339286 0.01785714
 0.01785714 0.02232143 0.02232143 0.02678571 0.02678571 0.02678571
 0.02678571 0.03125    0.03125    0.03125    0.03125    0.03571429
 0.03571429 0.03571429 0.03571429 0.04464286 0.04464286 0.05357143
 0.05357143 0.05803571 0.05803571 0.10714286 0.10714286 0.11607143
 0.11607143 0.12946429 0.12946429 0.13392857 0.13392857 0.15625
 0.15625    0.16964286 0.16964286 0.20535714 0.20535714 0.22321429
 0.22321429 0.22767857 0.22767857 0.26339286 0.26339286 0.42410714
 0.42410714 0.95982143 0.96875    1.        ]","[0.         0.01333333 0.05333333 0.05333333 0.12       0.14666667
 0.22666667 0.22666667 0.30666667 0.30666667 0.33333333 0.33333333
 0.41333333 0.41333333 0.45333333 0.45333333 0.53333333 0.56
 0.61333333 0.61333333 0.64       0.66666667 0.69333333 0.69333333
 0.73333333 0.76       0.77333333 0.77333333 0.78666667 0.78666667
 0.81333333 0.81333333 0.82666667 0.82666667 0.84       0.84
 0.85333333 0.85333333 0.86666667 0.86666667 0.89333333 0.89333333
 0.90666667 0.90666667 0.92       0.92       0.93333333 0.93333333
 0.94666667 0.94666667 0.96       0.96       0.98666667 0.98666667
 1.         1.         1.         1.        ]","[65.42353821 64.42353821 61.95578384 59.32479858 56.12001801 56.03695679
 53.01170349 52.62189865 50.20472717 49.88911819 49.0783844  48.85974884
 47.79138947 47.65124893 46.98374557 46.82905197 45.75823212 45.65258789
 43.27732468 42.8730278  42.49507523 42.44920731 41.2002449  41.09552765
 40.04454803 39.99407196 38.32884598 37.18877411 36.71292114 36.34733582
 35.92593384 35.7387619  35.72998047 31.93756485 31.87602425 31.37997437
 31.19001389 30.72060776 30.5026226  30.07201576 29.59507751 27.97220802
 27.9359436  27.08521271 27.01649094 26.23129654 25.96879005 25.32588768
 25.063591   24.74707031 24.59433556 22.88923073 22.70227242 16.49655151
 16.1586628   3.66590166  3.64290476  1.08572614]",0.9493452380952382
1677340321092003,0.40197987700795984,0.8794642857142857,A12,0.0001,0.0,hier,3,300,10.0,"[0.         0.         0.         0.00446429 0.00446429 0.00892857
 0.00892857 0.00892857 0.00892857 0.00892857 0.00892857 0.01339286
 0.01339286 0.01785714 0.01785714 0.02232143 0.02232143 0.02678571
 0.02678571 0.03571429 0.03571429 0.04017857 0.04017857 0.04017857
 0.04464286 0.04464286 0.04464286 0.04464286 0.04910714 0.04910714
 0.05357143 0.05357143 0.05803571 0.05803571 0.0625     0.0625
 0.07142857 0.07142857 0.08482143 0.08482143 0.09375    0.09375
 0.11160714 0.11160714 0.11607143 0.11607143 0.13839286 0.13839286
 0.1875     0.1875     0.20982143 0.20982143 0.22321429 0.22321429
 0.92410714 0.93303571 1.        ]","[0.         0.01333333 0.18666667 0.18666667 0.28       0.28
 0.33333333 0.36       0.38666667 0.41333333 0.46666667 0.46666667
 0.50666667 0.50666667 0.57333333 0.57333333 0.61333333 0.61333333
 0.64       0.64       0.66666667 0.66666667 0.68       0.70666667
 0.70666667 0.72       0.74666667 0.77333333 0.77333333 0.78666667
 0.78666667 0.8        0.8        0.81333333 0.81333333 0.82666667
 0.82666667 0.88       0.88       0.89333333 0.89333333 0.90666667
 0.90666667 0.92       0.92       0.93333333 0.93333333 0.94666667
 0.94666667 0.96       0.96       0.98666667 0.98666667 1.
 1.         1.         1.        ]","[128.39167023 127.39167023 101.93457031  99.59066772  89.32450867
  88.40047455  81.86672974  81.5921402   79.27984619  79.26676178
  76.02674103  75.40001678  74.00817871  73.75986481  71.67950439
  71.67662048  70.69390869  70.45166779  66.89468384  66.44381714
  63.91527557  63.91461945  63.1520195   61.72494507  61.57720566
  61.54084015  60.69495773  58.45701981  57.8001976   56.68323517
  55.97141266  55.91287231  55.62600327  55.22325516  55.0929184
  55.02865601  54.33013153  51.54937744  48.49623489  48.168293
  47.90066528  47.09899521  45.95302582  45.7256546   42.4587059
  42.38703537  41.13404083  40.32812881  37.02778625  36.68133926
  34.11356354  33.8795433   33.60710144  33.54521561   4.90430021
   4.46465731   1.78089559]",0.9639285714285716
1677340321015507,2.5647864459919636,0.7723214285714286,A12,0.0001,0.0,hier,3,300,0.1,"[0.         0.00446429 0.00446429 0.01339286 0.01339286 0.01339286
 0.01785714 0.01785714 0.02232143 0.02232143 0.02678571 0.02678571
 0.03125    0.03125    0.03125    0.03125    0.03125    0.03125
 0.04017857 0.04017857 0.04910714 0.04910714 0.05357143 0.05357143
 0.07142857 0.07142857 0.08035714 0.08035714 0.08482143 0.08482143
 0.10714286 0.10714286 0.11160714 0.11160714 0.11160714 0.11160714
 0.11607143 0.11607143 0.12053571 0.12053571 0.125      0.125
 0.12946429 0.12946429 0.12946429 0.12946429 0.13392857 0.13392857
 0.13839286 0.13839286 0.15178571 0.15178571 0.15625    0.15625
 0.16964286 0.16964286 0.17410714 0.17410714 0.18303571 0.18303571
 0.1875     0.1875     0.19196429 0.19196429 0.20982143 0.20982143
 0.26339286 0.26339286 0.34375    0.34375    0.85267857 0.86160714
 1.        ]","[0.         0.         0.05333333 0.05333333 0.06666667 0.09333333
 0.09333333 0.10666667 0.10666667 0.13333333 0.13333333 0.18666667
 0.18666667 0.2        0.22666667 0.29333333 0.32       0.34666667
 0.34666667 0.42666667 0.42666667 0.45333333 0.45333333 0.46666667
 0.46666667 0.49333333 0.49333333 0.52       0.52       0.54666667
 0.54666667 0.6        0.6        0.62666667 0.65333333 0.66666667
 0.66666667 0.69333333 0.69333333 0.70666667 0.70666667 0.74666667
 0.74666667 0.78666667 0.81333333 0.82666667 0.82666667 0.84
 0.84       0.85333333 0.85333333 0.86666667 0.86666667 0.88
 0.88       0.89333333 0.89333333 0.90666667 0.90666667 0.92
 0.92       0.93333333 0.93333333 0.96       0.96       0.97333333
 0.97333333 0.98666667 0.98666667 1.         1.         1.
 1.        ]","[128.87742615 127.87742615 109.4974823  100.25744629  99.67915344
  96.42849731  92.05502319  91.91795349  91.13816833  89.1930542
  88.47177124  86.19725037  85.90744019  85.44757843  84.78990936
  81.32722473  81.22102356  80.65339661  80.24983215  78.38548279
  76.04512787  75.37999725  75.17251587  74.91349792  71.77516174
  71.38172913  71.08130646  69.84064484  69.52667999  68.14248657
  65.7383728   64.65556335  64.2946167   64.16627502  64.08448792
  63.52655411  63.44506836  62.99657059  62.996521    62.97211838
  62.90500641  62.56347656  62.54136658  61.19681549  60.69607544
  60.52212143  59.20383072  58.54808807  58.26086044  58.1806221
  56.48616791  55.81040192  55.56098175  55.46415329  54.26340866
  54.17346191  53.43088913  53.37262726  52.59701157  51.45937347
  50.8749733   50.52410889  49.87149811  49.80759048  46.86883926
  46.86211014  44.44129181  43.4092865   37.04967499  36.7441864
   8.68785286   8.6510725    2.17762256]",0.9139285714285714
1677340321105713,0.4382995364511029,0.90625,A12,0.0001,0.0,hier,2,300,10.0,"[0.         0.         0.         0.         0.         0.00446429
 0.00446429 0.00892857 0.00892857 0.01339286 0.01339286 0.01785714
 0.01785714 0.02232143 0.02232143 0.02232143 0.02232143 0.02232143
 0.02232143 0.02232143 0.02232143 0.02678571 0.02678571 0.03125
 0.03125    0.03571429 0.03571429 0.04017857 0.04017857 0.06696429
 0.06696429 0.07589286 0.07589286 0.08035714 0.08035714 0.11160714
 0.11160714 0.13392857 0.13392857 0.35267857 0.35267857 0.94196429
 0.95089286 1.        ]","[0.         0.01333333 0.25333333 0.28       0.38666667 0.38666667
 0.42666667 0.42666667 0.50666667 0.50666667 0.54666667 0.54666667
 0.65333333 0.65333333 0.68       0.70666667 0.72       0.74666667
 0.77333333 0.8        0.81333333 0.81333333 0.85333333 0.85333333
 0.86666667 0.86666667 0.88       0.88       0.89333333 0.89333333
 0.92       0.92       0.93333333 0.93333333 0.96       0.96
 0.97333333 0.97333333 0.98666667 0.98666667 1.         1.
 1.         1.        ]","[144.87605286 143.87605286 106.54296875 103.60092926  96.30133057
  95.78594971  94.01954651  93.6157074   89.28103638  88.3986969
  87.59738159  86.63309479  83.92546844  83.51957703  78.50495911
  78.49746704  78.35856628  78.32963562  77.22010803  76.16041565
  75.56491089  75.03700256  71.89994049  71.83111572  70.76538086
  70.54958344  70.18048859  69.69581604  69.47964478  65.02005005
  60.0637207   59.1803627   58.33059692  58.064888    57.98206329
  48.62322617  48.59293365  44.65125275  43.50465775  24.89170647
  24.18788528   4.12999201   4.06224966   0.87946153]",0.9776785714285714
1677340321106964,0.4369433419842769,0.8660714285714286,A12,0.0001,0.0,hier,2,300,100.0,"[0.         0.00446429 0.00446429 0.00892857 0.00892857 0.00892857
 0.00892857 0.01339286 0.01339286 0.01785714 0.01785714 0.02232143
 0.02232143 0.02678571 0.02678571 0.03125    0.03125    0.03571429
 0.03571429 0.04017857 0.04017857 0.04017857 0.04017857 0.0625
 0.0625     0.07142857 0.07142857 0.07589286 0.07589286 0.08035714
 0.08035714 0.08928571 0.08928571 0.09821429 0.09821429 0.10714286
 0.10714286 0.11607143 0.11607143 0.13392857 0.13392857 0.14285714
 0.14285714 0.15178571 0.15178571 0.15625    0.15625    0.16517857
 0.16517857 0.18303571 0.18303571 0.19642857 0.19642857 0.20089286
 0.20089286 0.20982143 0.20982143 0.25446429 0.25446429 0.32589286
 0.32589286 0.38392857 0.38392857 0.72767857 0.72767857 0.97767857
 0.98660714 1.        ]","[0.         0.         0.18666667 0.18666667 0.2        0.22666667
 0.25333333 0.25333333 0.26666667 0.26666667 0.32       0.32
 0.34666667 0.34666667 0.37333333 0.37333333 0.4        0.4
 0.41333333 0.41333333 0.44       0.46666667 0.49333333 0.49333333
 0.50666667 0.50666667 0.53333333 0.53333333 0.58666667 0.58666667
 0.6        0.6        0.64       0.64       0.69333333 0.69333333
 0.72       0.72       0.77333333 0.77333333 0.78666667 0.78666667
 0.81333333 0.81333333 0.84       0.84       0.85333333 0.85333333
 0.86666667 0.86666667 0.88       0.88       0.89333333 0.89333333
 0.90666667 0.90666667 0.92       0.92       0.93333333 0.93333333
 0.96       0.96       0.98666667 0.98666667 1.         1.
 1.         1.        ]","[102.24356079 101.24356079  66.10101318  65.86080933  65.35992432
  61.4648056   59.01797104  58.68115997  58.21590805  57.5638237
  54.78399658  53.73104858  53.33229446  53.00817871  52.3125
  52.27157593  51.65827179  51.3699913   51.19540405  49.81641388
  48.99099731  48.94334793  48.71808624  46.41788864  46.32592392
  45.49872589  45.16575623  44.99136734  42.81602478  42.41621017
  42.33795166  41.91576385  40.17320251  39.86349869  38.44336319
  37.52563477  37.4201622   37.2325592   36.03704834  35.27108765
  34.95626831  34.63402557  34.45562744  33.59227371  32.68494034
  32.32302094  32.30558014  31.60594559  31.48947906  30.57248306
  30.43893623  29.75006294  29.66854477  29.49391365  29.47870064
  28.3349762   28.20823288  25.30705643  25.11878204  21.27383041
  21.2394371   19.51077843  19.44912529   9.10845661   9.07035828
   2.61246896   2.59496856   1.36935544]",0.909404761904762
1677340321072457,2.564801905511664,0.7946428571428571,A12,0.0001,0.0,hier,4,300,0.1,"[0.         0.00446429 0.04017857 0.04017857 0.04464286 0.04464286
 0.05357143 0.05357143 0.0625     0.0625     0.06696429 0.06696429
 0.07142857 0.07142857 0.08035714 0.08035714 0.08482143 0.08482143
 0.08928571 0.08928571 0.09821429 0.09821429 0.10267857 0.10267857
 0.10714286 0.10714286 0.11607143 0.11607143 0.125      0.125
 0.14285714 0.14285714 0.14732143 0.14732143 0.16071429 0.16071429
 0.17410714 0.17410714 0.18303571 0.18303571 0.1875     0.1875
 0.1875     0.19642857 0.19642857 0.19642857 0.20535714 0.20535714
 0.21875    0.21875    0.24107143 0.24107143 0.26785714 0.26785714
 0.27678571 0.27678571 0.28125    0.28125    0.29464286 0.29464286
 0.29464286 0.29464286 0.29464286 0.29464286 0.30803571 0.30803571
 0.32589286 0.32589286 0.33035714 0.33035714 0.33928571 0.33928571
 0.36607143 0.36607143 0.40625    0.40625    0.41964286 0.41964286
 0.48660714 0.48660714 0.52678571 0.52678571 0.53571429 0.53571429
 0.58482143 0.58482143 0.61160714 0.61160714 0.97767857 0.98660714
 1.        ]","[0.         0.         0.         0.02666667 0.02666667 0.04
 0.04       0.05333333 0.05333333 0.06666667 0.06666667 0.09333333
 0.09333333 0.10666667 0.10666667 0.12       0.12       0.14666667
 0.14666667 0.18666667 0.18666667 0.2        0.2        0.21333333
 0.21333333 0.29333333 0.29333333 0.30666667 0.30666667 0.33333333
 0.33333333 0.34666667 0.34666667 0.4        0.4        0.41333333
 0.41333333 0.44       0.44       0.45333333 0.45333333 0.46666667
 0.49333333 0.49333333 0.53333333 0.56       0.56       0.57333333
 0.57333333 0.6        0.6        0.61333333 0.61333333 0.62666667
 0.62666667 0.65333333 0.65333333 0.69333333 0.69333333 0.70666667
 0.73333333 0.76       0.78666667 0.8        0.8        0.82666667
 0.82666667 0.84       0.84       0.85333333 0.85333333 0.86666667
 0.86666667 0.89333333 0.89333333 0.92       0.92       0.93333333
 0.93333333 0.94666667 0.94666667 0.96       0.96       0.97333333
 0.97333333 0.98666667 0.98666667 1.         1.         1.
 1.        ]","[196.20715332 195.20715332  89.73417664  84.0860672   84.05232239
  83.51464844  78.91300964  75.50883484  73.43067932  72.18841553
  71.34992981  70.08946991  69.76767731  69.21512604  66.68117523
  65.31848145  64.24388123  63.7388916   63.71580505  62.25527191
  61.87379837  61.6173172   61.40533066  60.55413818  60.14798737
  56.8428688   56.54278183  56.52750015  56.5170517   56.29947662
  55.52935028  55.32310104  54.5830307   53.97739792  53.35836792
  53.23832703  52.97992706  52.68664551  52.56934357  52.45359802
  52.39306641  52.21895218  52.1747818   51.33538818  50.41173935
  50.37631226  49.82444763  49.72242737  48.11087418  47.07261276
  44.99030304  44.9883728   42.80957413  42.66811371  42.2437439
  41.80963516  41.16591644  39.5886879   39.14897537  39.1235199
  38.69802856  38.40154266  38.27530289  37.87952042  37.09596252
  36.54964447  35.75566864  35.4382782   35.31713486  35.2240715
  35.05584717  34.80512238  33.55170059  33.18655777  30.91341019
  30.71064377  30.31479836  29.81075096  27.58271408  27.53415298
  24.02470779  24.00133133  23.72808838  23.52639008  21.7349205
  21.50994492  19.918396    19.83481598   3.63129759   3.45112038
   1.4389261 ]",0.7817261904761905
1677340321124335,2.515216385887068,0.8883928571428571,A12,0.0001,0.0,hier,2,300,1.0,"[0.         0.         0.         0.00446429 0.00446429 0.00892857
 0.00892857 0.00892857 0.00892857 0.00892857 0.00892857 0.01339286
 0.01339286 0.01339286 0.01339286 0.01339286 0.01339286 0.01785714
 0.01785714 0.02232143 0.02232143 0.03125    0.03125    0.03571429
 0.03571429 0.04464286 0.04464286 0.04910714 0.04910714 0.05357143
 0.05357143 0.85267857 0.86160714 1.        ]","[0.         0.01333333 0.10666667 0.10666667 0.14666667 0.14666667
 0.26666667 0.32       0.33333333 0.36       0.52       0.52
 0.62666667 0.65333333 0.77333333 0.8        0.81333333 0.81333333
 0.86666667 0.86666667 0.88       0.88       0.89333333 0.89333333
 0.94666667 0.94666667 0.96       0.96       0.98666667 0.98666667
 1.         1.         1.         1.        ]","[242.08863831 241.08863831 203.10778809 200.925354   197.36056519
 196.77418518 185.73109436 183.15736389 181.30514526 180.51156616
 162.37515259 162.32312012 152.18769836 151.13919067 141.0663147
 140.96469116 139.52584839 138.08319092 132.72917175 132.44473267
 131.51913452 129.73033142 127.38159943 126.26097107 123.13415527
 114.51849365 112.7760849  110.7776947  107.22319794 106.28883362
 105.13747406   5.59648848   5.59125853   0.93529201]",0.9863690476190476
1677340321058194,2.515242588077748,0.8794642857142857,A12,0.0001,0.0,hier,3,300,1.0,"[0.         0.         0.         0.00446429 0.00446429 0.00892857
 0.00892857 0.00892857 0.00892857 0.01339286 0.01339286 0.01785714
 0.01785714 0.02678571 0.02678571 0.02678571 0.02678571 0.03125
 0.03125    0.03571429 0.03571429 0.04017857 0.04017857 0.04017857
 0.04464286 0.04464286 0.04464286 0.04464286 0.04910714 0.04910714
 0.05803571 0.05803571 0.0625     0.0625     0.06696429 0.06696429
 0.07142857 0.07142857 0.09375    0.09375    0.11160714 0.11160714
 0.13392857 0.13392857 0.96875    0.97767857 1.        ]","[0.         0.02666667 0.10666667 0.10666667 0.13333333 0.13333333
 0.17333333 0.2        0.37333333 0.37333333 0.44       0.44
 0.52       0.52       0.53333333 0.56       0.57333333 0.57333333
 0.58666667 0.58666667 0.72       0.72       0.74666667 0.76
 0.76       0.77333333 0.8        0.82666667 0.82666667 0.88
 0.88       0.89333333 0.89333333 0.92       0.92       0.94666667
 0.94666667 0.96       0.96       0.97333333 0.97333333 0.98666667
 0.98666667 1.         1.         1.         1.        ]","[222.16119385 221.16119385 198.49613953 198.08358765 194.84509277
 194.57661438 182.68743896 182.57810974 169.77784729 168.19270325
 159.26347351 157.34393311 149.45046997 147.87376404 145.84335327
 143.33210754 142.68377686 140.55682373 140.03852844 139.8923645
 132.8309021  132.78083801 132.37136841 128.78622437 127.30309296
 126.97154236 125.28430176 123.35129547 122.51061249 120.8170929
 115.77384186 114.42396545 112.12116241 109.02021027 104.04884338
 102.61462402 100.34001923  99.69233704  90.67952728  90.6366806
  84.11302948  83.91316223  78.08791351  75.94873047   2.33361387
   2.13458705   1.20587397]",0.971904761904762
