run_id,test_loss,test_acc,left_out,learning_rate,weight_decay,model_type,train_seed,num_epochs,beta,FPR,TPR,Threshold,auroc
1677344508417456,0.0074059830180236265,0.9017857142857144,A12,0.0001,0.0,flat,2,300,100.0,"[0.         0.         0.         0.         0.         0.
 0.00446429 0.00446429 0.00892857 0.00892857 0.00892857 0.00892857
 0.01339286 0.01339286 0.01785714 0.01785714 0.02678571 0.02678571
 0.03125    0.03125    0.03125    0.03571429 0.03571429 0.04017857
 0.04017857 0.05357143 0.05357143 0.05803571 0.05803571 0.07142857
 0.07142857 0.07589286 0.07589286 0.08482143 0.08482143 0.08928571
 0.08928571 0.09375    0.09375    0.12053571 0.12053571 0.12946429
 0.12946429 0.13839286 0.13839286 0.14285714 0.14285714 0.16964286
 0.16964286 0.17410714 0.17410714 0.24107143 0.24107143 0.25
 0.25       0.28571429 0.28571429 0.32589286 0.32589286 0.33035714
 0.33035714 0.44642857 0.44642857 0.67410714 0.68303571 0.98660714
 0.99553571 1.        ]","[0.         0.01333333 0.02666667 0.05333333 0.08       0.10666667
 0.10666667 0.21333333 0.21333333 0.37333333 0.4        0.46666667
 0.46666667 0.48       0.48       0.52       0.52       0.53333333
 0.53333333 0.56       0.65333333 0.65333333 0.66666667 0.66666667
 0.68       0.68       0.72       0.72       0.73333333 0.73333333
 0.74666667 0.74666667 0.76       0.76       0.77333333 0.77333333
 0.78666667 0.78666667 0.81333333 0.81333333 0.84       0.84
 0.85333333 0.85333333 0.86666667 0.86666667 0.88       0.88
 0.89333333 0.89333333 0.90666667 0.90666667 0.92       0.92
 0.93333333 0.93333333 0.96       0.96       0.97333333 0.97333333
 0.98666667 0.98666667 1.         1.         1.         1.
 1.         1.        ]","[2.49335313e+00 1.49335313e+00 1.29653752e+00 1.24964046e+00
 1.02212095e+00 1.01886010e+00 1.01767468e+00 8.58217716e-01
 8.21312845e-01 7.29693890e-01 7.20274627e-01 7.03411400e-01
 7.02875197e-01 6.87021911e-01 6.72119677e-01 6.05171323e-01
 5.89753032e-01 5.82541227e-01 5.77502251e-01 5.70193887e-01
 5.12609720e-01 5.12235165e-01 5.08637130e-01 5.06262064e-01
 4.98394847e-01 4.60482985e-01 4.32363719e-01 4.23333973e-01
 4.09840554e-01 3.81946117e-01 3.73269856e-01 3.57344300e-01
 3.56806517e-01 3.50215137e-01 3.44729960e-01 3.42321277e-01
 3.41440409e-01 3.37892562e-01 3.21446717e-01 2.78125167e-01
 2.76803762e-01 2.65794933e-01 2.59318799e-01 2.47673705e-01
 2.45289817e-01 2.36828998e-01 2.19066560e-01 2.02450991e-01
 1.86977416e-01 1.80189669e-01 1.43568814e-01 7.58964419e-02
 7.28504136e-02 7.05888420e-02 6.95479810e-02 4.52915356e-02
 4.39161211e-02 2.39833463e-02 2.36152746e-02 2.33433060e-02
 2.15764232e-02 7.90481549e-03 7.76772760e-03 1.49564480e-03
 1.48161687e-03 3.81470454e-06 2.14576949e-06 1.54972201e-06]",0.9394047619047621
1677344508402958,0.007799788777317318,0.8794642857142857,A12,0.0001,0.0,flat,3,300,100.0,"[0.         0.         0.         0.00446429 0.00446429 0.00892857
 0.00892857 0.00892857 0.01339286 0.01339286 0.01785714 0.01785714
 0.02678571 0.02678571 0.02678571 0.02678571 0.03125    0.03125
 0.03571429 0.03571429 0.04464286 0.04464286 0.04910714 0.04910714
 0.05357143 0.05357143 0.05803571 0.05803571 0.07142857 0.07142857
 0.07589286 0.07589286 0.07589286 0.09821429 0.09821429 0.10714286
 0.10714286 0.12053571 0.12053571 0.125      0.125      0.13839286
 0.13839286 0.14732143 0.14732143 0.16071429 0.16071429 0.17410714
 0.17410714 0.18303571 0.18303571 0.1875     0.1875     0.19196429
 0.19196429 0.20089286 0.20089286 0.20535714 0.20535714 0.22767857
 0.22767857 0.23214286 0.23214286 0.23660714 0.23660714 0.27678571
 0.27678571 0.87053571 0.87946429 1.        ]","[0.         0.01333333 0.04       0.04       0.09333333 0.09333333
 0.12       0.13333333 0.13333333 0.14666667 0.14666667 0.16
 0.16       0.21333333 0.26666667 0.38666667 0.38666667 0.41333333
 0.41333333 0.45333333 0.45333333 0.50666667 0.50666667 0.52
 0.52       0.54666667 0.54666667 0.57333333 0.57333333 0.58666667
 0.58666667 0.6        0.62666667 0.62666667 0.68       0.68
 0.72       0.72       0.73333333 0.73333333 0.74666667 0.74666667
 0.76       0.76       0.77333333 0.77333333 0.78666667 0.78666667
 0.8        0.8        0.82666667 0.82666667 0.84       0.84
 0.85333333 0.85333333 0.89333333 0.89333333 0.92       0.92
 0.93333333 0.93333333 0.96       0.96       0.97333333 0.97333333
 1.         1.         1.         1.        ]","[2.14264655e+00 1.14264655e+00 1.12040770e+00 1.11751735e+00
 1.04035079e+00 1.03109038e+00 1.02815771e+00 1.02207220e+00
 1.00465357e+00 9.96101022e-01 9.46466386e-01 9.43679929e-01
 9.40560460e-01 8.78340542e-01 8.57819974e-01 7.88768828e-01
 7.73351252e-01 7.68606842e-01 7.32642949e-01 7.15399444e-01
 6.95943773e-01 6.36948645e-01 6.34868443e-01 5.97210765e-01
 5.95940948e-01 5.68091571e-01 5.52846491e-01 5.36096811e-01
 5.24549246e-01 5.17944932e-01 4.86717492e-01 4.75207210e-01
 4.73273784e-01 4.12451088e-01 3.99908870e-01 3.93015116e-01
 3.63528907e-01 3.44535768e-01 3.23490113e-01 3.17412674e-01
 3.00913304e-01 2.89496243e-01 2.76306272e-01 2.50538558e-01
 2.47964203e-01 2.31252760e-01 2.27342248e-01 2.01299310e-01
 1.94498330e-01 1.89393878e-01 1.77142903e-01 1.76283911e-01
 1.72841102e-01 1.69600472e-01 1.69063687e-01 1.60055503e-01
 1.55815080e-01 1.40469059e-01 1.38488188e-01 1.25892550e-01
 1.19873442e-01 1.12737335e-01 1.05135657e-01 1.04134232e-01
 9.93390381e-02 4.00388949e-02 3.80042084e-02 4.12847381e-04
 4.07242245e-04 3.05180438e-05]",0.9163690476190476
1677344508409552,0.006685615916337285,0.8883928571428571,A12,0.0001,0.0,flat,4,300,100.0,"[0.         0.         0.00446429 0.00446429 0.00446429 0.00892857
 0.00892857 0.01339286 0.01339286 0.02232143 0.02232143 0.03125
 0.03125    0.03125    0.03571429 0.03571429 0.04464286 0.04464286
 0.05357143 0.05357143 0.05803571 0.05803571 0.06696429 0.06696429
 0.07142857 0.07142857 0.07589286 0.07589286 0.08035714 0.08035714
 0.08482143 0.08482143 0.08482143 0.09821429 0.09821429 0.10267857
 0.10267857 0.11607143 0.11607143 0.11607143 0.12053571 0.12053571
 0.125      0.125      0.14285714 0.14285714 0.15178571 0.15178571
 0.15625    0.15625    0.18303571 0.18303571 0.19642857 0.19642857
 0.20089286 0.20089286 0.20982143 0.20982143 0.25446429 0.25446429
 0.25892857 0.25892857 0.26785714 0.26785714 0.35714286 0.35714286
 0.36607143 0.36607143 0.375      0.375      0.67410714 0.68303571
 1.        ]","[0.         0.01333333 0.01333333 0.04       0.09333333 0.09333333
 0.14666667 0.14666667 0.16       0.16       0.2        0.2
 0.22666667 0.25333333 0.25333333 0.26666667 0.26666667 0.28
 0.28       0.29333333 0.29333333 0.32       0.32       0.37333333
 0.37333333 0.48       0.48       0.49333333 0.49333333 0.52
 0.52       0.54666667 0.57333333 0.57333333 0.6        0.6
 0.61333333 0.61333333 0.62666667 0.65333333 0.65333333 0.66666667
 0.66666667 0.74666667 0.74666667 0.77333333 0.77333333 0.78666667
 0.78666667 0.8        0.8        0.81333333 0.81333333 0.82666667
 0.82666667 0.84       0.84       0.85333333 0.85333333 0.86666667
 0.86666667 0.90666667 0.90666667 0.94666667 0.94666667 0.97333333
 0.97333333 0.98666667 0.98666667 1.         1.         1.
 1.        ]","[2.21550059e+00 1.21550059e+00 1.13887405e+00 1.10218108e+00
 9.85201299e-01 8.93880963e-01 7.67949462e-01 7.53675222e-01
 7.46971488e-01 7.13683248e-01 7.00165868e-01 6.75772607e-01
 6.67155445e-01 6.49604678e-01 6.47061408e-01 6.45241439e-01
 6.21615112e-01 6.18539810e-01 6.14488125e-01 6.13684058e-01
 5.96000552e-01 5.53606987e-01 5.47774076e-01 4.97572601e-01
 4.92751777e-01 4.39143747e-01 4.35007751e-01 4.34705645e-01
 4.33946550e-01 4.20014828e-01 4.18687880e-01 4.09255326e-01
 4.00728434e-01 3.61507624e-01 3.60362947e-01 3.60122800e-01
 3.52391779e-01 3.08276445e-01 2.95998573e-01 2.94619262e-01
 2.91709989e-01 2.90941954e-01 2.88682193e-01 2.75804311e-01
 2.58052319e-01 2.48862892e-01 2.37408951e-01 2.28021234e-01
 2.24435478e-01 2.18417346e-01 1.89833805e-01 1.88169047e-01
 1.81124747e-01 1.74634591e-01 1.74408481e-01 1.73430681e-01
 1.56599835e-01 1.44637823e-01 1.17889717e-01 1.16936341e-01
 1.14409611e-01 1.05533741e-01 9.26871821e-02 9.00552347e-02
 5.04865870e-02 5.03567606e-02 4.73818034e-02 4.56464626e-02
 4.50093672e-02 4.28750813e-02 5.03877550e-03 4.83984826e-03
 7.21242177e-05]",0.8916666666666667
1677340321092003,0.40197987700795984,0.8794642857142857,A12,0.0001,0.0,hier,3,300,10.0,"[0.         0.         0.00446429 0.00446429 0.00892857 0.00892857
 0.00892857 0.01339286 0.01339286 0.01339286 0.02232143 0.02232143
 0.05357143 0.05357143 0.05803571 0.05803571 0.0625     0.0625
 0.08035714 0.08035714 0.08482143 0.08482143 0.08482143 0.08482143
 0.08928571 0.08928571 0.09375    0.09375    0.09821429 0.09821429
 0.10267857 0.10267857 0.10267857 0.10267857 0.12053571 0.12053571
 0.125      0.125      0.13839286 0.13839286 0.16071429 0.16071429
 0.17857143 0.17857143 0.18303571 0.18303571 0.20089286 0.20089286
 0.20535714 0.20535714 0.21875    0.21875    0.22321429 0.22321429
 0.22767857 0.22767857 0.29464286 0.29464286 0.30357143 0.30357143
 0.32589286 0.32589286 0.94642857 0.95535714 1.        ]","[0.         0.01333333 0.01333333 0.06666667 0.06666667 0.08
 0.10666667 0.10666667 0.25333333 0.28       0.28       0.29333333
 0.29333333 0.30666667 0.30666667 0.36       0.36       0.38666667
 0.38666667 0.4        0.4        0.41333333 0.44       0.45333333
 0.45333333 0.49333333 0.49333333 0.53333333 0.53333333 0.54666667
 0.54666667 0.6        0.62666667 0.68       0.68       0.70666667
 0.70666667 0.73333333 0.73333333 0.74666667 0.74666667 0.76
 0.76       0.8        0.8        0.81333333 0.81333333 0.84
 0.84       0.85333333 0.85333333 0.88       0.88       0.89333333
 0.89333333 0.90666667 0.90666667 0.96       0.96       0.97333333
 0.97333333 1.         1.         1.         1.        ]","[2.26536376 1.26536376 1.24670302 1.0604068  1.04075112 0.98687549
 0.88966268 0.87806729 0.71825761 0.70507585 0.68452191 0.66697186
 0.57141615 0.55274121 0.54846303 0.51070804 0.50273562 0.49641489
 0.47887153 0.47268011 0.46760464 0.46210227 0.450031   0.44664984
 0.43785186 0.4121661  0.40832368 0.39365859 0.38753853 0.38652502
 0.37138561 0.33889743 0.33484875 0.31780874 0.28434487 0.27850732
 0.27660867 0.26138679 0.25090017 0.24557485 0.2277015  0.22104722
 0.18869661 0.17825174 0.17721511 0.17336386 0.15522878 0.15427295
 0.15371798 0.15187725 0.14446855 0.13369543 0.13163679 0.12741509
 0.12322343 0.12164279 0.09506957 0.09066973 0.08762772 0.08304034
 0.0782828  0.07281913 0.00658282 0.00647999 0.00618292]",0.8948809523809523
1677340321015507,2.5647864459919636,0.7723214285714286,A12,0.0001,0.0,hier,3,300,0.1,"[0.         0.         0.00446429 0.00446429 0.00892857 0.00892857
 0.00892857 0.01785714 0.01785714 0.03571429 0.03571429 0.04017857
 0.04017857 0.04464286 0.04464286 0.04910714 0.04910714 0.05357143
 0.05357143 0.05803571 0.05803571 0.06696429 0.06696429 0.07142857
 0.07142857 0.07142857 0.07589286 0.07589286 0.08035714 0.08035714
 0.09375    0.09375    0.09821429 0.09821429 0.10714286 0.10714286
 0.125      0.125      0.13839286 0.13839286 0.14285714 0.14285714
 0.16517857 0.16517857 0.18303571 0.18303571 0.1875     0.1875
 0.20982143 0.20982143 0.21875    0.21875    0.22767857 0.22767857
 0.27678571 0.27678571 0.28571429 0.28571429 0.75       0.75
 0.75       0.75       0.75446429 0.75446429 0.76785714 0.76785714
 0.76785714 0.77678571 0.77678571 0.78125    0.78125    0.79464286
 0.79464286 0.93303571 0.94196429 1.        ]","[0.         0.02666667 0.02666667 0.05333333 0.05333333 0.10666667
 0.13333333 0.13333333 0.16       0.16       0.17333333 0.17333333
 0.18666667 0.18666667 0.30666667 0.30666667 0.34666667 0.34666667
 0.41333333 0.41333333 0.45333333 0.45333333 0.46666667 0.46666667
 0.49333333 0.50666667 0.50666667 0.52       0.52       0.53333333
 0.53333333 0.57333333 0.57333333 0.58666667 0.58666667 0.62666667
 0.62666667 0.66666667 0.66666667 0.69333333 0.69333333 0.70666667
 0.70666667 0.72       0.72       0.73333333 0.73333333 0.74666667
 0.74666667 0.76       0.76       0.77333333 0.77333333 0.78666667
 0.78666667 0.8        0.8        0.81333333 0.81333333 0.86666667
 0.89333333 0.90666667 0.90666667 0.92       0.92       0.93333333
 0.96       0.96       0.97333333 0.97333333 0.98666667 0.98666667
 1.         1.         1.         1.        ]","[3.56733367 2.56733367 2.56732025 2.56728799 2.56727338 2.56723539
 2.56723445 2.56722539 2.56722492 2.56721218 2.56720676 2.56718769
 2.56718754 2.56717341 2.56715338 2.56715144 2.56714221 2.56714123
 2.5671244  2.56711935 2.56711729 2.5671137  2.56711346 2.56711341
 2.56710721 2.56710616 2.56710468 2.56710058 2.56709668 2.56709564
 2.5670907  2.56708243 2.56708105 2.56708025 2.56707919 2.56706833
 2.56706363 2.56705911 2.56705585 2.56705107 2.56704992 2.56704846
 2.56703799 2.56703639 2.5670246  2.56702331 2.567023   2.56702251
 2.56701703 2.56701612 2.56701586 2.56701542 2.56701351 2.56701321
 2.56697942 2.5669717  2.56696913 2.56696748 2.5668203  2.55728217
 2.55726859 2.55726343 2.5572622  2.55725471 2.55723616 2.55721478
 2.5572078  2.55720188 2.55719357 2.55719255 2.55719018 2.55718026
 2.55717676 2.55695843 2.55695779 2.55693349]",0.7931547619047621
1677340321105713,0.4382995364511029,0.90625,A12,0.0001,0.0,hier,2,300,10.0,"[0.         0.00446429 0.00446429 0.00892857 0.00892857 0.00892857
 0.00892857 0.01339286 0.01339286 0.01339286 0.01785714 0.01785714
 0.02232143 0.02232143 0.02678571 0.02678571 0.03125    0.03125
 0.03571429 0.03571429 0.03571429 0.03571429 0.04017857 0.04017857
 0.04464286 0.04464286 0.07142857 0.07142857 0.07142857 0.07142857
 0.08035714 0.08035714 0.08928571 0.08928571 0.09375    0.09375
 0.09821429 0.09821429 0.10714286 0.10714286 0.11160714 0.11160714
 0.11607143 0.11607143 0.125      0.125      0.13392857 0.13392857
 0.14732143 0.14732143 0.16964286 0.16964286 0.20089286 0.20089286
 0.21875    0.21875    0.23214286 0.23214286 0.28125    0.28125
 0.34375    0.34375    0.92857143 0.9375     1.        ]","[0.         0.         0.01333333 0.01333333 0.12       0.14666667
 0.24       0.24       0.26666667 0.36       0.36       0.4
 0.4        0.41333333 0.41333333 0.42666667 0.42666667 0.44
 0.44       0.46666667 0.49333333 0.52       0.52       0.56
 0.56       0.57333333 0.57333333 0.58666667 0.61333333 0.65333333
 0.65333333 0.66666667 0.66666667 0.68       0.68       0.72
 0.72       0.74666667 0.74666667 0.76       0.76       0.8
 0.8        0.82666667 0.82666667 0.85333333 0.85333333 0.89333333
 0.89333333 0.90666667 0.90666667 0.92       0.92       0.93333333
 0.93333333 0.94666667 0.94666667 0.97333333 0.97333333 0.98666667
 0.98666667 1.         1.         1.         1.        ]","[2.31088352 1.31088352 1.20300597 1.13110356 0.8527904  0.83813906
 0.78085873 0.77334161 0.76238787 0.69996126 0.68385309 0.65734977
 0.63690671 0.62589266 0.61565276 0.61027804 0.60265939 0.59922265
 0.5744328  0.56989018 0.56435494 0.54993914 0.54774332 0.53428054
 0.53412371 0.51727036 0.49452489 0.48453218 0.48284327 0.47040822
 0.45152253 0.42429945 0.39620058 0.39029836 0.38413139 0.37066517
 0.36929968 0.35290633 0.34683468 0.34461614 0.34317422 0.31033853
 0.30982118 0.28652207 0.27312782 0.26198405 0.25895603 0.23976518
 0.2312455  0.21529422 0.18363822 0.17308885 0.15165008 0.15104863
 0.12881092 0.12813615 0.10577371 0.10249512 0.07387621 0.07357865
 0.06263596 0.06109339 0.00642218 0.00637053 0.00614758]",0.933095238095238
1677340321106964,0.4369433419842769,0.8660714285714286,A12,0.0001,0.0,hier,2,300,100.0,"[0.         0.00446429 0.01339286 0.01339286 0.02232143 0.02232143
 0.03125    0.03125    0.03571429 0.03571429 0.05803571 0.05803571
 0.07142857 0.07142857 0.07142857 0.08482143 0.08482143 0.08482143
 0.08482143 0.08928571 0.08928571 0.09375    0.09375    0.09821429
 0.09821429 0.10267857 0.10267857 0.10714286 0.10714286 0.11607143
 0.11607143 0.12053571 0.12053571 0.12946429 0.12946429 0.12946429
 0.12946429 0.13392857 0.13392857 0.13839286 0.13839286 0.14285714
 0.14285714 0.15178571 0.15178571 0.16071429 0.16071429 0.16517857
 0.16517857 0.16964286 0.16964286 0.17410714 0.17410714 0.17857143
 0.17857143 0.1875     0.1875     0.19196429 0.19196429 0.19642857
 0.19642857 0.20535714 0.20535714 0.24107143 0.24107143 0.26785714
 0.26785714 0.28125    0.28125    0.29910714 0.29910714 0.37946429
 0.37946429 0.45982143 0.45982143 0.56696429 0.57589286 0.58035714
 0.58035714 1.        ]","[0.         0.         0.         0.02666667 0.02666667 0.04
 0.04       0.05333333 0.05333333 0.09333333 0.09333333 0.10666667
 0.10666667 0.13333333 0.2        0.2        0.21333333 0.24
 0.25333333 0.25333333 0.29333333 0.29333333 0.30666667 0.30666667
 0.32       0.32       0.36       0.36       0.38666667 0.38666667
 0.4        0.4        0.42666667 0.42666667 0.48       0.50666667
 0.57333333 0.57333333 0.6        0.6        0.68       0.68
 0.69333333 0.69333333 0.70666667 0.70666667 0.72       0.72
 0.73333333 0.73333333 0.76       0.76       0.8        0.8
 0.81333333 0.81333333 0.82666667 0.82666667 0.85333333 0.85333333
 0.86666667 0.86666667 0.89333333 0.89333333 0.90666667 0.90666667
 0.92       0.92       0.93333333 0.93333333 0.94666667 0.94666667
 0.96       0.96       0.98666667 0.98666667 0.98666667 0.98666667
 1.         1.        ]","[2.21778214e+00 1.21778214e+00 1.08399427e+00 8.30427825e-01
 7.73066998e-01 7.45311618e-01 7.13405013e-01 7.11875379e-01
 6.94419086e-01 6.67124152e-01 6.24884009e-01 6.23142838e-01
 5.94860852e-01 5.84174752e-01 5.33018470e-01 4.99057323e-01
 4.89370942e-01 4.68807012e-01 4.64466810e-01 4.57972735e-01
 4.41502094e-01 4.35838640e-01 4.04066384e-01 4.02247488e-01
 3.98900419e-01 3.93957734e-01 3.69178146e-01 3.66790026e-01
 3.58943462e-01 3.48021150e-01 3.35893005e-01 3.12471032e-01
 3.02954614e-01 2.87393153e-01 2.82906830e-01 2.80878067e-01
 2.66793847e-01 2.66008139e-01 2.56696671e-01 2.55249441e-01
 2.29116067e-01 2.27156937e-01 2.23388165e-01 2.17677996e-01
 2.14705691e-01 2.07537472e-01 2.02502012e-01 2.01898247e-01
 2.00873896e-01 1.98629275e-01 1.86690375e-01 1.85416132e-01
 1.75900146e-01 1.75397262e-01 1.68081999e-01 1.63108319e-01
 1.58648387e-01 1.56912595e-01 1.50461629e-01 1.42784938e-01
 1.40175462e-01 1.29302830e-01 1.21115319e-01 8.39798898e-02
 8.15484822e-02 6.60209283e-02 6.19753450e-02 5.90786003e-02
 5.73472865e-02 4.37398180e-02 4.27892283e-02 2.05016080e-02
 1.97377577e-02 9.47858579e-03 9.28454939e-03 4.37374320e-03
 4.19368315e-03 3.84125812e-03 3.82516300e-03 5.79373918e-05]",0.8566071428571429
1677340321072457,2.564801905511664,0.7946428571428571,A12,0.0001,0.0,hier,4,300,0.1,"[0.         0.00446429 0.00892857 0.00892857 0.02232143 0.02232143
 0.03125    0.03125    0.03571429 0.03571429 0.06696429 0.06696429
 0.11607143 0.11607143 0.13392857 0.13392857 0.13839286 0.13839286
 0.14285714 0.14285714 0.15178571 0.15178571 0.17410714 0.17410714
 0.18303571 0.18303571 0.1875     0.1875     0.1875     0.1875
 0.19196429 0.19196429 0.21428571 0.21428571 0.23660714 0.23660714
 0.24553571 0.24553571 0.25446429 0.25446429 0.26339286 0.26339286
 0.27232143 0.27232143 0.27678571 0.27678571 0.28571429 0.28571429
 0.29910714 0.29910714 0.3125     0.3125     0.31696429 0.31696429
 0.33035714 0.33035714 0.34375    0.34375    0.35714286 0.35714286
 0.36160714 0.36160714 0.39285714 0.39285714 0.39732143 0.39732143
 0.41964286 0.41964286 0.47767857 0.47767857 0.49107143 0.49107143
 0.5        0.5        0.53125    0.53125    0.53571429 0.53571429
 0.77678571 0.77678571 0.78571429 0.78571429 0.79017857 0.79017857
 0.79017857 0.79464286 0.79464286 0.8125     0.8125     0.98214286
 0.99107143 1.        ]","[0.         0.         0.         0.01333333 0.01333333 0.02666667
 0.02666667 0.04       0.04       0.05333333 0.05333333 0.06666667
 0.06666667 0.08       0.08       0.10666667 0.10666667 0.13333333
 0.13333333 0.14666667 0.14666667 0.16       0.16       0.2
 0.2        0.21333333 0.21333333 0.26666667 0.29333333 0.30666667
 0.30666667 0.33333333 0.33333333 0.34666667 0.34666667 0.36
 0.36       0.37333333 0.37333333 0.38666667 0.38666667 0.46666667
 0.46666667 0.48       0.48       0.49333333 0.49333333 0.52
 0.52       0.53333333 0.53333333 0.54666667 0.54666667 0.57333333
 0.57333333 0.6        0.6        0.61333333 0.61333333 0.62666667
 0.62666667 0.64       0.64       0.65333333 0.65333333 0.66666667
 0.66666667 0.69333333 0.69333333 0.70666667 0.70666667 0.72
 0.72       0.73333333 0.73333333 0.74666667 0.74666667 0.76
 0.76       0.84       0.84       0.85333333 0.85333333 0.88
 0.90666667 0.90666667 0.97333333 0.97333333 1.         1.
 1.         1.        ]","[3.56747239 2.56747239 2.56737814 2.56736509 2.56722507 2.56721852
 2.56721068 2.56720518 2.5671917  2.56717573 2.56714999 2.5671498
 2.56711589 2.56711301 2.56710372 2.56710195 2.56709995 2.56709366
 2.56709226 2.56709128 2.5670878  2.56708349 2.56707708 2.56707289
 2.567066   2.56706251 2.56706085 2.56705642 2.56705521 2.56705397
 2.56705314 2.56705117 2.56704298 2.56704114 2.56702804 2.56702799
 2.56702265 2.56702104 2.56702052 2.5670171  2.56701379 2.56700533
 2.56700379 2.5670036  2.56700307 2.56700145 2.56700007 2.56699734
 2.56699431 2.56699283 2.5669867  2.56698413 2.56698271 2.56698174
 2.56697512 2.56697187 2.56697041 2.56696998 2.56696823 2.56696803
 2.56696764 2.56696729 2.56695919 2.56695893 2.56695848 2.5669582
 2.5669492  2.56694731 2.56692851 2.56692792 2.56692434 2.56692345
 2.56692272 2.56692248 2.56691365 2.56691077 2.56691072 2.56691023
 2.55729145 2.5572452  2.55724405 2.55724351 2.55724345 2.5572371
 2.55723477 2.55722922 2.5571909  2.55716807 2.55714862 2.55693511
 2.55693385 2.55693286]",0.6198214285714286
1677340321124335,2.515216385887068,0.8883928571428571,A12,0.0001,0.0,hier,2,300,1.0,"[0.         0.00446429 0.00892857 0.00892857 0.01785714 0.01785714
 0.01785714 0.01785714 0.02232143 0.02232143 0.03571429 0.03571429
 0.04017857 0.04017857 0.04017857 0.04017857 0.04017857 0.04017857
 0.04464286 0.04464286 0.04910714 0.04910714 0.04910714 0.05357143
 0.05357143 0.05357143 0.05803571 0.05803571 0.06696429 0.06696429
 0.07142857 0.07142857 0.07589286 0.07589286 0.08035714 0.08035714
 0.09375    0.09375    0.09821429 0.09821429 0.10714286 0.10714286
 0.11160714 0.11160714 0.14285714 0.14285714 0.96875    0.97767857
 1.        ]","[0.         0.         0.         0.02666667 0.02666667 0.04
 0.06666667 0.09333333 0.09333333 0.18666667 0.18666667 0.2
 0.2        0.38666667 0.41333333 0.45333333 0.48       0.54666667
 0.54666667 0.56       0.56       0.64       0.66666667 0.66666667
 0.72       0.74666667 0.74666667 0.77333333 0.77333333 0.81333333
 0.81333333 0.82666667 0.82666667 0.89333333 0.89333333 0.90666667
 0.90666667 0.92       0.92       0.94666667 0.94666667 0.96
 0.96       0.98666667 0.98666667 1.         1.         1.
 1.        ]","[3.58021729 2.58021729 2.57677549 2.5734863  2.5703568  2.56957271
 2.56808222 2.56681527 2.5668087  2.56365637 2.56319218 2.56318693
 2.56254913 2.55976359 2.55970969 2.55954251 2.55952068 2.55846897
 2.55845476 2.55844722 2.5578328  2.55704112 2.55631244 2.55620684
 2.55585677 2.55528504 2.55522536 2.55406094 2.55378133 2.55322556
 2.55322119 2.55321612 2.55272045 2.55135757 2.55133244 2.55129715
 2.55085895 2.5506939  2.55033301 2.55007823 2.54909433 2.54863509
 2.54798428 2.54730994 2.54581157 2.54570832 2.42739867 2.4273732
 2.42719274]",0.9504761904761906
1677340321058194,2.515242588077748,0.8794642857142857,A12,0.0001,0.0,hier,3,300,1.0,"[0.         0.         0.         0.         0.         0.
 0.         0.00446429 0.00446429 0.01339286 0.01339286 0.01785714
 0.01785714 0.02678571 0.02678571 0.03125    0.03125    0.03571429
 0.03571429 0.03571429 0.03571429 0.04017857 0.04017857 0.04017857
 0.04464286 0.04464286 0.04910714 0.04910714 0.05357143 0.05357143
 0.05803571 0.05803571 0.05803571 0.05803571 0.0625     0.0625
 0.06696429 0.06696429 0.07589286 0.07589286 0.78125    0.78125
 0.98214286 0.99107143 1.        ]","[0.         0.01333333 0.10666667 0.13333333 0.16       0.18666667
 0.21333333 0.21333333 0.34666667 0.34666667 0.44       0.44
 0.46666667 0.46666667 0.48       0.48       0.50666667 0.50666667
 0.58666667 0.61333333 0.64       0.64       0.65333333 0.68
 0.68       0.8        0.8        0.82666667 0.82666667 0.84
 0.84       0.86666667 0.89333333 0.90666667 0.90666667 0.92
 0.92       0.93333333 0.93333333 0.94666667 0.94666667 1.
 1.         1.         1.        ]","[3.57544577 2.57544577 2.56977445 2.56975155 2.56851598 2.56847359
 2.56840454 2.56839308 2.56520778 2.56490618 2.56290853 2.5626565
 2.56228665 2.56190501 2.56178389 2.56174218 2.56114182 2.56093503
 2.55990116 2.55982584 2.55956978 2.55925718 2.55846081 2.55833653
 2.55808755 2.55582601 2.55568497 2.55544956 2.55536609 2.55532241
 2.55523402 2.55450648 2.55405348 2.55383823 2.552913   2.55280141
 2.55272789 2.55209818 2.55147379 2.5514608  2.47671219 2.47120864
 2.42732636 2.42731033 2.42719746]",0.9344642857142856
